incident_id,title,description,priority,status,reported_by,reported_date,resolved_by,resolved_date,resolution_notes,affected_app,affected_microservice,cpu_usage,memory_usage,related_incidents,kb_article_id
INC709056,Database deadlock in Notification Service,Users are experiencing high latency when accessing Notification Service.,Critical,In Progress,John Stanley,19-05-2024 07:46,,,,Mobile Banking App,Notification Service,45.72,95.92,"INC197322, INC157221",
INC254510,Memory leak in Notification Service,Users are experiencing high latency when accessing Notification Service.,High,Resolved,Lori Norton,07-01-2025 16:38,Michael Gonzalez,10-02-2025 02:31,Restarted Notification Service.,Backend API,Notification Service,26.78,35.49,,KB043
INC468966,Memory leak in Database B,Transactions in Database B are failing due to database issues.,Medium,Open,Joanne Sandoval,17-05-2024 03:21,,,,Backend API,Database B,18.8,38.11,,KB065
INC968630,Memory leak in Notification Service,Transactions in Notification Service are failing due to database issues.,Low,In Progress,Charles Paul,09-02-2025 14:24,,,,Backend API,Notification Service,39.9,91.47,"INC979339, INC494630",KB017
INC731169,Notification failure in Payment Service,A deadlock in Payment Service is blocking critical operations.,Low,Open,Amanda Allen,08-08-2024 12:17,,,,Online Banking App,Payment Service,76.72,74.85,,
INC195152,Failed transactions in Database B,Connection attempts to Database B are timing out.,Low,Open,Melissa Jones,05-06-2024 07:54,,,,Mobile Banking App,Database B,89.62,19.23,,
INC357634,High CPU usage on Notification Service,API requests to Notification Service are failing with 500 errors.,Low,Resolved,Hunter Erickson,25-05-2024 14:47,Matthew Thomas,03-07-2024 19:38,Restarted Notification Service.,Backend API,Notification Service,92.72,18.42,,KB050
INC675725,Notification Service not responding,Transactions in Notification Service are failing due to database issues.,High,Open,Andre Anderson,02-12-2024 20:54,,,,Backend API,Notification Service,39.55,70,,KB035
INC352488,Auth Service connection timeout,A deadlock in Auth Service is blocking critical operations.,Medium,Resolved,Larry Anderson,14-11-2024 09:05,Kimberly Walker,06-02-2025 18:01,Restarted Auth Service.,Online Banking App,Auth Service,38.51,11.82,"INC655409, INC533880",KB037
INC107525,Auth Service not responding,API requests to Auth Service are failing with 500 errors.,Low,In Progress,Christopher Cook,09-01-2025 14:23,,,,Online Banking App,Auth Service,70.19,10.12,,
INC681132,Failed transactions in Payment Service,A deadlock in Payment Service is blocking critical operations.,Low,Open,Jerome Owen,17-06-2024 10:12,,,,Online Banking App,Payment Service,46.42,10.33,,
INC637959,API latency spike in Notification Service,API requests to Notification Service are failing with 500 errors.,High,Resolved,Jorge Clark,27-02-2025 03:42,Alison Martinez,07-03-2025 01:36,Restarted Notification Service.,Online Banking App,Notification Service,97.61,69.3,"INC904525, INC373761",KB085
INC919748,Database B connection timeout,API requests to Database B are failing with 500 errors.,Low,Open,John Phillips,31-03-2024 17:59,,,,Backend API,Database B,12.41,52.94,,
INC120718,High CPU usage on Database B,Notifications from Database B are not being delivered to users.,Low,Resolved,Julie Krause,12-01-2025 05:19,Katelyn Hudson,20-02-2025 21:24,Restarted Database B.,Online Banking App,Database B,48.17,68.3,,KB048
INC442671,Notification failure in Database B,Users are experiencing high latency when accessing Database B.,High,Open,Lisa Cole,07-11-2024 00:07,,,,Online Banking App,Database B,29.91,61.96,,KB041
INC328468,Memory leak in Auth Service,Connection attempts to Auth Service are timing out.,Low,In Progress,Paul Davenport,24-05-2024 04:16,,,,Mobile Banking App,Auth Service,14.76,87.13,"INC624135, INC148620",
INC898180,Database deadlock in Payment Service,Transactions in Payment Service are failing due to database issues.,Medium,Resolved,Melanie Vasquez,11-01-2025 22:30,Rebekah Blake,27-01-2025 22:16,Restarted Payment Service.,Mobile Banking App,Payment Service,73.58,69.06,,
INC558557,Memory leak in Auth Service,A deadlock in Auth Service is blocking critical operations.,Medium,In Progress,Bradley Munoz,02-09-2024 17:57,,,,Backend API,Auth Service,80.05,75.19,,KB010
INC271456,Payment Service not responding,"Payment Service is unresponsive, causing service degradation.",High,Open,Cynthia Reed,14-01-2025 10:02,,,,Mobile Banking App,Payment Service,56.71,57.57,,KB089
INC407994,Auth Service connection timeout,Notifications from Auth Service are not being delivered to users.,Low,Resolved,Troy Robinson,03-02-2025 21:21,Matthew Garcia,27-02-2025 11:55,Fixed memory leak in Auth Service.,Online Banking App,Auth Service,38.48,15.61,,
INC254380,Database deadlock in Notification Service,Connection attempts to Notification Service are timing out.,Low,In Progress,Dr. Laura Johnson,19-04-2024 17:32,,,,Online Banking App,Notification Service,15.84,40.3,,KB026
INC359188,High CPU usage on Payment Service,API requests to Payment Service are failing with 500 errors.,Critical,Open,Richard Murphy,22-04-2024 06:41,,,,Online Banking App,Payment Service,32.39,62.5,,
INC488036,API latency spike in Payment Service,A deadlock in Payment Service is blocking critical operations.,Medium,Open,Drew Sanchez,09-01-2025 05:43,,,,Mobile Banking App,Payment Service,74.39,18.44,,
INC666941,Database deadlock in Database B,Notifications from Database B are not being delivered to users.,Medium,Resolved,Joseph Jones,07-12-2024 16:20,Amanda Moore,04-02-2025 23:32,Resolved database deadlock in Database B.,Backend API,Database B,44.08,53.32,"INC475850, INC084045",KB091
INC493787,Database deadlock in Payment Service,"Payment Service is consuming excessive memory, causing system slowdowns.",Medium,Open,Kimberly Turner,26-04-2024 12:09,,,,Backend API,Payment Service,29.47,90.18,,KB015
INC557274,Database B connection timeout,"Database B is consuming excessive memory, causing system slowdowns.",Low,Open,Brittany Thomas,21-05-2024 03:03,,,,Backend API,Database B,52.38,30.33,,
INC045455,High CPU usage on Notification Service,API requests to Notification Service are failing with 500 errors.,Medium,Open,Jodi Morales,25-01-2025 12:40,,,,Mobile Banking App,Notification Service,61.77,17.18,,KB050
INC245673,Database deadlock in Auth Service,"Auth Service is unresponsive, causing service degradation.",Low,Open,Amy Melendez,07-10-2024 23:27,,,,Online Banking App,Auth Service,77.66,63.36,,
INC088962,Auth Service connection timeout,A deadlock in Auth Service is blocking critical operations.,Low,Resolved,Brandy Warren,11-02-2025 18:34,Stanley Robinson,20-03-2025 23:44,Restarted Auth Service.,Online Banking App,Auth Service,58.3,43.45,,
INC422278,Notification failure in Database B,"Database B is consuming excessive memory, causing system slowdowns.",Low,In Progress,Alicia Barber,10-02-2025 09:28,,,,Online Banking App,Database B,81.88,32.17,,
INC279909,Failed transactions in Auth Service,Connection attempts to Auth Service are timing out.,Medium,Resolved,Walter Hanson,04-04-2024 15:14,Andrea Gonzalez,27-08-2024 05:34,Restarted Auth Service.,Mobile Banking App,Auth Service,99.9,22.38,,
INC286812,Database B connection timeout,Notifications from Database B are not being delivered to users.,Critical,Open,Christine Bryan,28-10-2024 21:13,,,,Online Banking App,Database B,97.16,22.75,,
INC810908,Database deadlock in Payment Service,"Payment Service is unresponsive, causing service degradation.",Low,In Progress,Johnny Ramirez,26-04-2024 04:27,,,,Mobile Banking App,Payment Service,82.91,66.2,,KB031
INC506849,Notification failure in Database B,API requests to Database B are failing with 500 errors.,High,Open,Kimberly Rios,09-07-2024 23:38,,,,Mobile Banking App,Database B,35.35,42.33,,
INC339590,Database B not responding,A deadlock in Database B is blocking critical operations.,Medium,Resolved,Justin Lewis,13-03-2025 14:15,Christopher Webb,16-03-2025 17:30,Restarted Database B.,Online Banking App,Database B,53.8,67.55,,KB028
INC110964,Notification Service connection timeout,"Notification Service is unresponsive, causing service degradation.",Medium,In Progress,Jennifer Barnes,25-09-2024 05:46,,,,Online Banking App,Notification Service,73.66,19.36,,KB035
INC437828,API latency spike in Notification Service,Users are experiencing high latency when accessing Notification Service.,High,Resolved,Charles James,26-02-2025 01:33,Laurie Vasquez,16-03-2025 13:23,Restarted Notification Service.,Online Banking App,Notification Service,63.4,68,,
INC834482,Database deadlock in Database B,Transactions in Database B are failing due to database issues.,Low,Resolved,Mark Middleton,20-02-2025 04:07,Kristina Sanchez,21-02-2025 15:20,Restarted Database B.,Backend API,Database B,42.43,94.23,,KB069
INC974401,Notification failure in Auth Service,"Auth Service is unresponsive, causing service degradation.",Low,In Progress,Danielle Davenport,30-07-2024 23:00,,,,Online Banking App,Auth Service,59.06,15.78,"INC640246, INC906396",KB070
INC392619,Failed transactions in Database B,API requests to Database B are failing with 500 errors.,Critical,Resolved,Alexandria Macias,31-10-2024 18:19,Monica Carter,30-01-2025 15:08,Restarted Database B.,Online Banking App,Database B,26.02,99.62,,KB081
INC262608,Payment Service connection timeout,Connection attempts to Payment Service are timing out.,Low,Resolved,Andrew Hill,10-06-2024 10:12,Jason Gill,10-01-2025 05:29,Fixed memory leak in Payment Service.,Mobile Banking App,Payment Service,21.93,98.6,,KB093
INC371811,Memory leak in Payment Service,API requests to Payment Service are failing with 500 errors.,Medium,Open,Andrew Fowler,08-01-2025 04:59,,,,Online Banking App,Payment Service,76.4,47.74,,
INC415354,Notification failure in Auth Service,"Auth Service is unresponsive, causing service degradation.",Critical,In Progress,Natasha Roberts,16-06-2024 23:11,,,,Mobile Banking App,Auth Service,91.4,93.59,,KB078
INC514105,Failed transactions in Payment Service,"Payment Service is unresponsive, causing service degradation.",Low,Open,Darrell Petersen,19-02-2025 16:33,,,,Backend API,Payment Service,59.6,56.54,,KB090
INC143829,Notification failure in Database B,API requests to Database B are failing with 500 errors.,Low,In Progress,Christina Kennedy,02-10-2024 00:52,,,,Backend API,Database B,23.31,94.95,,
INC861470,Payment Service connection timeout,Connection attempts to Payment Service are timing out.,Low,Open,Heather Morales,15-08-2024 17:30,,,,Mobile Banking App,Payment Service,34.91,69.14,,KB063
INC050840,Database deadlock in Database B,A deadlock in Database B is blocking critical operations.,Low,Open,Tabitha Johnson,24-12-2024 04:31,,,,Mobile Banking App,Database B,86.66,11.13,,
INC255434,Payment Service not responding,"Payment Service is consuming excessive memory, causing system slowdowns.",Low,Resolved,Heather Bailey,26-10-2024 13:38,Daniel Silva,23-12-2024 22:07,Resolved database deadlock in Payment Service.,Online Banking App,Payment Service,42.06,11.73,,
INC349255,Database deadlock in Auth Service,Notifications from Auth Service are not being delivered to users.,Low,Resolved,Cheyenne Graham,11-03-2025 13:18,Kimberly Roth,17-03-2025 10:14,Resolved database deadlock in Auth Service.,Backend API,Auth Service,82.13,78.07,,KB050
INC031642,Memory leak in Auth Service,Transactions in Auth Service are failing due to database issues.,Medium,Resolved,Karen Nguyen,07-10-2024 23:05,Deborah Lara,19-02-2025 19:57,Restarted Auth Service.,Backend API,Auth Service,95.46,23.85,,KB009
INC129382,Database deadlock in Auth Service,"Auth Service is unresponsive, causing service degradation.",Low,Open,Carla Hill,21-03-2025 00:54,,,,Mobile Banking App,Auth Service,16.97,49.23,,KB061
INC254571,Notification failure in Payment Service,Connection attempts to Payment Service are timing out.,Medium,Resolved,Thomas Green,29-08-2024 19:10,April Pena,25-09-2024 16:33,Resolved database deadlock in Payment Service.,Online Banking App,Payment Service,39.13,73.25,"INC636914, INC392386",
INC235497,Auth Service not responding,Transactions in Auth Service are failing due to database issues.,Critical,In Progress,Kathleen Smith,14-01-2025 17:50,,,,Backend API,Auth Service,69.42,26.59,,KB034
INC525165,Memory leak in Payment Service,Notifications from Payment Service are not being delivered to users.,Low,Open,Mrs. Nicole Solis,25-07-2024 00:42,,,,Backend API,Payment Service,36.41,65.01,,KB029
INC082200,Memory leak in Payment Service,API requests to Payment Service are failing with 500 errors.,Low,Open,Brent Lee,01-08-2024 14:43,,,,Mobile Banking App,Payment Service,64.68,75.66,,KB082
INC405625,Notification Service connection timeout,API requests to Notification Service are failing with 500 errors.,Low,Resolved,Anna Smith,10-10-2024 17:30,Nathan Montoya,08-12-2024 12:34,Resolved database deadlock in Notification Service.,Online Banking App,Notification Service,99.7,15.19,,
INC664531,Database deadlock in Notification Service,"Notification Service is consuming excessive memory, causing system slowdowns.",High,In Progress,Garrett Chaney,18-03-2025 19:51,,,,Mobile Banking App,Notification Service,44.45,62.03,,
INC376578,Payment Service not responding,API requests to Payment Service are failing with 500 errors.,Low,In Progress,Amy Grant,06-05-2024 15:54,,,,Backend API,Payment Service,97.22,60.88,"INC231181, INC246769",KB054
INC269914,Memory leak in Database B,API requests to Database B are failing with 500 errors.,High,Resolved,Joshua Chen,13-03-2025 03:30,Terry Rivera,14-03-2025 03:11,Resolved database deadlock in Database B.,Mobile Banking App,Database B,31.03,78.67,"INC621342, INC948047",KB083
INC536252,Memory leak in Auth Service,Notifications from Auth Service are not being delivered to users.,Critical,Open,John Robbins,27-03-2024 15:45,,,,Backend API,Auth Service,75.45,21.54,,KB024
INC322389,Database deadlock in Auth Service,Notifications from Auth Service are not being delivered to users.,Low,Open,John Smith,29-07-2024 08:55,,,,Online Banking App,Auth Service,54.63,42.51,,
INC942445,Payment Service connection timeout,Connection attempts to Payment Service are timing out.,High,Open,William Proctor,23-06-2024 05:06,,,,Mobile Banking App,Payment Service,71.87,12.72,,KB057
INC081702,Memory leak in Notification Service,Connection attempts to Notification Service are timing out.,Medium,Open,Joseph Blankenship,09-05-2024 12:57,,,,Online Banking App,Notification Service,21.66,18.67,,KB088
INC605425,Notification Service not responding,Transactions in Notification Service are failing due to database issues.,Medium,Open,David Martinez,16-01-2025 17:28,,,,Mobile Banking App,Notification Service,87.35,44.64,,KB085
INC425806,Auth Service not responding,"Auth Service is unresponsive, causing service degradation.",Low,In Progress,Susan Miranda,14-04-2024 21:23,,,,Backend API,Auth Service,50.53,79.9,,KB002
INC882346,High CPU usage on Database B,Connection attempts to Database B are timing out.,Medium,In Progress,Morgan Pittman,05-12-2024 19:11,,,,Backend API,Database B,59.68,23.91,,KB073
INC676998,High CPU usage on Notification Service,"Notification Service is unresponsive, causing service degradation.",Low,In Progress,Amanda Mcdaniel,03-02-2025 07:51,,,,Backend API,Notification Service,28.94,57.34,"INC131685, INC656179",
INC485858,Database deadlock in Notification Service,Connection attempts to Notification Service are timing out.,Low,In Progress,Laura Clayton,18-04-2024 10:23,,,,Backend API,Notification Service,10.83,64.86,,
INC256622,Auth Service connection timeout,Users are experiencing high latency when accessing Auth Service.,Medium,Resolved,Joshua Jackson,06-02-2025 22:59,Ashley Barnett,27-02-2025 10:44,Restarted Auth Service.,Mobile Banking App,Auth Service,80.5,99.82,,KB100
INC432631,Memory leak in Notification Service,"Notification Service is consuming excessive memory, causing system slowdowns.",Low,In Progress,Dawn Finley,25-07-2024 23:02,,,,Online Banking App,Notification Service,81.86,54.3,,KB045
INC851979,API latency spike in Database B,Notifications from Database B are not being delivered to users.,Medium,Open,Sandra Dillon,03-12-2024 16:13,,,,Mobile Banking App,Database B,96.19,52.62,,KB055
INC031516,Payment Service not responding,A deadlock in Payment Service is blocking critical operations.,Medium,In Progress,Tabitha Robinson,01-03-2025 10:00,,,,Backend API,Payment Service,40.38,32.31,"INC631522, INC933001",
INC407256,Notification failure in Payment Service,"Payment Service is consuming excessive memory, causing system slowdowns.",Low,Open,Michael Luna,21-02-2025 07:36,,,,Backend API,Payment Service,73.81,49.86,,KB045
INC064459,Notification failure in Auth Service,"Auth Service is unresponsive, causing service degradation.",High,Resolved,Christina Berg,27-09-2024 08:29,Kyle Clark,26-12-2024 19:18,Resolved database deadlock in Auth Service.,Backend API,Auth Service,69.84,41.37,,KB005
INC409943,Failed transactions in Database B,API requests to Database B are failing with 500 errors.,Medium,In Progress,Christine Bowen,08-04-2024 09:18,,,,Mobile Banking App,Database B,52.32,44.65,"INC282570, INC055142",KB060
INC916420,Memory leak in Database B,Connection attempts to Database B are timing out.,Critical,In Progress,Barbara Smith,30-07-2024 15:47,,,,Backend API,Database B,31.99,88.32,,
INC208735,High CPU usage on Notification Service,"Notification Service is unresponsive, causing service degradation.",Medium,Open,Chris Espinoza,05-07-2024 02:38,,,,Mobile Banking App,Notification Service,81.24,31.82,,KB019
INC739271,Database B connection timeout,Transactions in Database B are failing due to database issues.,High,In Progress,Donald Cummings,27-10-2024 03:26,,,,Mobile Banking App,Database B,21.84,44.86,,
INC490371,Payment Service not responding,A deadlock in Payment Service is blocking critical operations.,Medium,In Progress,Anthony Swanson,08-06-2024 11:31,,,,Online Banking App,Payment Service,52.85,13.5,,
INC329725,Database deadlock in Database B,Users are experiencing high latency when accessing Database B.,Medium,Resolved,Kristin Steele,15-10-2024 05:46,Juan Ellis,04-12-2024 07:51,Restarted Database B.,Backend API,Database B,86.77,98.19,,KB063
INC656047,Notification failure in Notification Service,Users are experiencing high latency when accessing Notification Service.,Low,Open,Sydney Romero,20-08-2024 17:09,,,,Mobile Banking App,Notification Service,65.22,11.26,,KB075
INC207091,Database B connection timeout,"Database B is unresponsive, causing service degradation.",Critical,Resolved,Cheryl Simmons,27-10-2024 18:14,Jeremiah Chapman,08-12-2024 22:13,Resolved database deadlock in Database B.,Mobile Banking App,Database B,31.96,81.59,,KB008
INC634938,High CPU usage on Notification Service,API requests to Notification Service are failing with 500 errors.,Medium,In Progress,Wanda Berry,27-09-2024 09:17,,,,Online Banking App,Notification Service,89.23,58.68,,
INC849104,Failed transactions in Notification Service,Connection attempts to Notification Service are timing out.,Medium,Resolved,Michael Perez,12-08-2024 15:55,April Obrien MD,25-10-2024 07:25,Restarted Notification Service.,Mobile Banking App,Notification Service,78.88,55.93,,KB075
INC965466,Notification failure in Database B,Users are experiencing high latency when accessing Database B.,Low,Open,Alexis Sanchez,20-01-2025 13:23,,,,Backend API,Database B,52.55,87.21,,
INC362202,Auth Service connection timeout,Users are experiencing high latency when accessing Auth Service.,Critical,Open,Sarah Mahoney,18-04-2024 04:20,,,,Mobile Banking App,Auth Service,28.74,65.66,,KB041
INC649844,Failed transactions in Payment Service,Connection attempts to Payment Service are timing out.,High,Resolved,Nicole Crawford,16-04-2024 10:55,Regina Patel,16-05-2024 09:57,Fixed memory leak in Payment Service.,Mobile Banking App,Payment Service,61.51,10.05,,KB060
INC140503,Memory leak in Database B,Transactions in Database B are failing due to database issues.,Medium,In Progress,Dawn Rhodes,03-12-2024 13:58,,,,Backend API,Database B,45.76,50.06,,KB019
INC583549,Failed transactions in Notification Service,Connection attempts to Notification Service are timing out.,High,In Progress,Jason Ellis,14-05-2024 02:45,,,,Backend API,Notification Service,28.52,96.54,,KB023
INC754636,Database deadlock in Auth Service,Transactions in Auth Service are failing due to database issues.,Low,In Progress,Dustin Shepherd,02-02-2025 23:13,,,,Online Banking App,Auth Service,93.33,41.12,"INC839581, INC361913",KB089
INC534423,Notification failure in Database B,"Database B is unresponsive, causing service degradation.",Medium,In Progress,Alexandra Smith,25-05-2024 10:11,,,,Backend API,Database B,27.98,57.78,,
INC341005,Failed transactions in Auth Service,Connection attempts to Auth Service are timing out.,Medium,Resolved,Eric Fry,15-01-2025 00:37,Lauren Garcia,06-03-2025 05:26,Restarted Auth Service.,Online Banking App,Auth Service,21.07,15.48,,KB033
INC316965,Payment Service not responding,A deadlock in Payment Service is blocking critical operations.,Low,Resolved,Gina Kim,04-09-2024 13:26,Jose Johnson,28-12-2024 04:26,Fixed memory leak in Payment Service.,Online Banking App,Payment Service,20.68,92.21,,
INC127866,Payment Service not responding,Connection attempts to Payment Service are timing out.,Medium,Resolved,Morgan Owen,20-03-2025 10:33,Bruce Williams,21-03-2025 13:50,Fixed memory leak in Payment Service.,Mobile Banking App,Payment Service,20.35,21.35,,
INC120606,Database deadlock in Notification Service,Connection attempts to Notification Service are timing out.,Medium,Open,Wayne Wright,28-03-2024 01:37,,,,Mobile Banking App,Notification Service,32.03,90.67,,
INC245058,Notification failure in Payment Service,Connection attempts to Payment Service are timing out.,Medium,Open,Manuel Thomas,25-07-2024 02:04,,,,Backend API,Payment Service,25.09,65.07,,KB052
INC043707,Failed transactions in Payment Service,Transactions in Payment Service are failing due to database issues.,Low,Open,Charles Mckay,16-02-2025 17:24,,,,Online Banking App,Payment Service,94.58,27.27,,KB071
INC830925,Notification failure in Payment Service,Transactions in Payment Service are failing due to database issues.,High,Open,Jordan White,16-12-2024 02:06,,,,Backend API,Payment Service,58.95,95.81,,KB008
INC179798,API latency spike in Notification Service,Connection attempts to Notification Service are timing out.,Low,Open,Larry Rangel,21-12-2024 14:05,,,,Online Banking App,Notification Service,18.59,71.91,,
INC723313,Memory leak in Payment Service,A deadlock in Payment Service is blocking critical operations.,Low,Open,Dr. Jorge Nelson,11-11-2024 04:18,,,,Backend API,Payment Service,28.53,71.08,,
INC102475,High CPU usage on Payment Service,"Payment Service is unresponsive, causing service degradation.",High,Open,Sarah Thompson,13-02-2025 06:22,,,,Mobile Banking App,Payment Service,94.09,81.29,,KB089
INC300669,Database deadlock in Auth Service,API requests to Auth Service are failing with 500 errors.,Medium,Open,Julia Newman,31-03-2024 23:40,,,,Backend API,Auth Service,35.75,92.87,,KB004
INC518798,Payment Service connection timeout,API requests to Payment Service are failing with 500 errors.,Medium,Resolved,Bethany Maxwell,19-06-2024 20:45,Mark Serrano,04-09-2024 20:43,Restarted Payment Service.,Backend API,Payment Service,12.59,28.48,,KB002
INC016216,Database deadlock in Auth Service,Notifications from Auth Service are not being delivered to users.,High,Resolved,Kenneth Delgado,07-07-2024 03:04,Riley Woods,29-10-2024 08:14,Resolved database deadlock in Auth Service.,Backend API,Auth Service,57.96,27.11,,KB062
INC168570,Payment Service connection timeout,Transactions in Payment Service are failing due to database issues.,Medium,Resolved,Summer Anderson,22-12-2024 19:47,William Douglas,05-02-2025 02:05,Restarted Payment Service.,Online Banking App,Payment Service,53.46,60.23,,
INC099704,Payment Service connection timeout,Notifications from Payment Service are not being delivered to users.,Medium,In Progress,Megan Lee,14-09-2024 01:58,,,,Backend API,Payment Service,32.75,91.47,,
INC829765,Notification failure in Database B,API requests to Database B are failing with 500 errors.,Critical,Open,John Gonzalez,11-06-2024 03:43,,,,Backend API,Database B,93.14,43.65,,KB045
INC218468,API latency spike in Payment Service,A deadlock in Payment Service is blocking critical operations.,Medium,Resolved,Angela Todd,31-05-2024 16:26,Ronald Macdonald,18-03-2025 11:40,Resolved database deadlock in Payment Service.,Mobile Banking App,Payment Service,34.92,63.41,,
INC096527,Notification failure in Auth Service,Users are experiencing high latency when accessing Auth Service.,Low,In Progress,Timothy Wolf,01-01-2025 07:39,,,,Mobile Banking App,Auth Service,22.72,55.85,,
INC306581,Failed transactions in Auth Service,"Auth Service is unresponsive, causing service degradation.",Low,Resolved,Elizabeth Roberts,24-08-2024 09:26,Christian Beck Jr.,19-12-2024 09:04,Restarted Auth Service.,Online Banking App,Auth Service,49.62,57.9,"INC918451, INC170466",KB062
INC978690,Database deadlock in Auth Service,Users are experiencing high latency when accessing Auth Service.,Medium,In Progress,Jennifer Knight,13-05-2024 15:26,,,,Mobile Banking App,Auth Service,73.12,91.78,,KB036
INC029563,API latency spike in Auth Service,Transactions in Auth Service are failing due to database issues.,Low,Resolved,Trevor Little,01-09-2024 14:57,Philip Roach,12-11-2024 16:21,Restarted Auth Service.,Online Banking App,Auth Service,80.88,89.5,,KB097
INC718369,Notification failure in Payment Service,A deadlock in Payment Service is blocking critical operations.,Medium,Resolved,Christine Garcia,06-02-2025 09:53,Jacob West,19-03-2025 08:29,Restarted Payment Service.,Mobile Banking App,Payment Service,89.36,56.13,"INC968060, INC983063",
INC699021,Notification failure in Database B,A deadlock in Database B is blocking critical operations.,Critical,Open,Joanna Perkins,01-02-2025 18:49,,,,Mobile Banking App,Database B,49.45,82.82,,
INC781391,High CPU usage on Database B,Users are experiencing high latency when accessing Database B.,High,Open,Michael Li,05-09-2024 08:52,,,,Backend API,Database B,81,89.88,,KB048
INC006827,Notification failure in Database B,Notifications from Database B are not being delivered to users.,Low,In Progress,Hannah Fuller,01-09-2024 10:36,,,,Backend API,Database B,78.27,58.49,,
INC666022,High CPU usage on Auth Service,"Auth Service is unresponsive, causing service degradation.",High,Resolved,Jack King,15-06-2024 10:44,Tara Mills,18-01-2025 12:42,Fixed memory leak in Auth Service.,Online Banking App,Auth Service,18.63,73.42,,
INC569590,Failed transactions in Notification Service,A deadlock in Notification Service is blocking critical operations.,Medium,Resolved,Brenda Hays,31-07-2024 09:10,Leon Johnson,04-08-2024 17:13,Fixed memory leak in Notification Service.,Backend API,Notification Service,49.97,27.34,,KB012
INC216041,Memory leak in Auth Service,"Auth Service is consuming excessive memory, causing system slowdowns.",Low,Resolved,Ashley Hanson,14-09-2024 18:06,Lori Fleming,07-11-2024 02:17,Resolved database deadlock in Auth Service.,Online Banking App,Auth Service,11.16,30.58,,KB058
INC998578,Payment Service not responding,"Payment Service is consuming excessive memory, causing system slowdowns.",Low,In Progress,Amber Perez,16-02-2025 02:06,,,,Mobile Banking App,Payment Service,20.05,65.02,,
INC968647,API latency spike in Notification Service,"Notification Service is consuming excessive memory, causing system slowdowns.",Low,Resolved,Laura Day,04-12-2024 08:19,Ms. Kayla Swanson,13-03-2025 11:17,Resolved database deadlock in Notification Service.,Online Banking App,Notification Service,71.86,13.13,"INC442256, INC374963",KB083
INC467385,High CPU usage on Database B,API requests to Database B are failing with 500 errors.,High,In Progress,Jeffrey Richardson,23-05-2024 17:08,,,,Backend API,Database B,42.7,18.81,,
INC814916,High CPU usage on Database B,"Database B is unresponsive, causing service degradation.",Low,Resolved,Jennifer Williams,01-03-2025 05:53,Sophia Cook,17-03-2025 03:46,Restarted Database B.,Backend API,Database B,73.27,68.79,,
INC058574,API latency spike in Notification Service,Notifications from Notification Service are not being delivered to users.,Medium,Resolved,Patrick Duncan,28-10-2024 06:02,Whitney Torres,18-03-2025 03:38,Fixed memory leak in Notification Service.,Backend API,Notification Service,46.03,53.54,"INC727979, INC897229",KB044
INC842224,High CPU usage on Auth Service,Connection attempts to Auth Service are timing out.,High,Resolved,Richard Fisher,16-01-2025 15:49,Christopher Mcclain,02-03-2025 08:11,Resolved database deadlock in Auth Service.,Backend API,Auth Service,28.17,42.01,,
INC740812,API latency spike in Payment Service,API requests to Payment Service are failing with 500 errors.,High,In Progress,Matthew Hernandez,10-12-2024 07:31,,,,Backend API,Payment Service,36.27,22.1,"INC687368, INC132418",
INC987917,Notification Service connection timeout,Transactions in Notification Service are failing due to database issues.,Low,In Progress,April Miller,19-07-2024 14:00,,,,Backend API,Notification Service,38.45,52.46,"INC499352, INC924440",
INC735600,Notification failure in Payment Service,"Payment Service is consuming excessive memory, causing system slowdowns.",Critical,Open,Jamie Rodriguez,20-10-2024 18:33,,,,Mobile Banking App,Payment Service,39.06,97.2,,
INC184747,Failed transactions in Payment Service,Connection attempts to Payment Service are timing out.,Medium,In Progress,Jasmine Brown,21-03-2025 17:00,,,,Backend API,Payment Service,60.5,80.41,,KB087
INC299051,High CPU usage on Database B,A deadlock in Database B is blocking critical operations.,Low,Open,Christine Ward,17-11-2024 23:08,,,,Mobile Banking App,Database B,93.62,42.22,,
INC346617,API latency spike in Payment Service,Notifications from Payment Service are not being delivered to users.,Low,Resolved,Karen Campbell,09-02-2025 08:11,Claudia Moyer,07-03-2025 17:09,Resolved database deadlock in Payment Service.,Mobile Banking App,Payment Service,88.48,55.45,"INC910007, INC109298",
INC787062,High CPU usage on Notification Service,Transactions in Notification Service are failing due to database issues.,Low,Resolved,James Doyle,10-07-2024 12:07,Adam Thomas,31-12-2024 11:52,Restarted Notification Service.,Mobile Banking App,Notification Service,22.63,94.34,,
INC793964,Payment Service connection timeout,"Payment Service is unresponsive, causing service degradation.",Medium,Resolved,Rose Harris,03-05-2024 18:45,Matthew Patel,06-06-2024 02:44,Restarted Payment Service.,Online Banking App,Payment Service,68.68,97.52,,KB098
INC207522,Auth Service connection timeout,Notifications from Auth Service are not being delivered to users.,Low,Open,Melissa Johnson,20-12-2024 21:01,,,,Backend API,Auth Service,57.34,26.65,,KB083
INC363020,Notification failure in Notification Service,Notifications from Notification Service are not being delivered to users.,Low,In Progress,Melissa Gonzalez,24-07-2024 20:20,,,,Online Banking App,Notification Service,73.83,31.05,,
INC091284,Failed transactions in Database B,Transactions in Database B are failing due to database issues.,Critical,In Progress,Rachel Walsh,25-08-2024 18:25,,,,Online Banking App,Database B,49.04,65.64,,KB085
